Id,Label,timeset,bipartite,title,subjects,Degree,Weighted Degree,modularity_class,clustering,triangles,componentnumber,eigencentrality,pageranks
984,22200,,1,"Count Zero (Sprawl, #2)",None,444,40.272732,0,0.577065,56752,0,0.161589,0.000072
985,93768,,1,"War of the Twins (Dragonlance: Legends, #2)",None,365,35.469968,1,0.613939,40784,0,0.128713,0.000063
989,20926278,,1,Revival,None,546,48.696319,3,0.519253,77257,0,0.318775,0.000115
991,64217,,1,"Pyramids (Discworld, #7)",None,622,64.299836,2,0.522081,100830,0,0.254079,0.000104
995,11574,,1,The Body,None,298,37.48533,3,0.698845,30926,0,0.216098,0.00008
996,14817,,1,A Scanner Darkly,None,615,37.580406,0,0.538508,101673,0,0.256251,0.000087
999,25103,,1,"World's End (The Sandman, #8)",None,483,45.536644,4,0.551094,64149,0,0.231534,0.000091
1005,33456,,1,"A Dirty Job (Grim Reaper, #1)",None,616,41.333707,3,0.496136,93978,0,0.357865,0.000106
1006,13223349,,1,"Batman, Volume 1: The Court of Owls",None,442,37.326297,4,0.536502,52288,0,0.182873,0.000071
1007,32669,,1,"Clear and Present Danger (Jack Ryan, #5)",None,677,54.581149,5,0.49525,113326,0,0.344527,0.000129
1018,18337259,,1,A Game of Thrones #1,None,341,26.796906,3,0.566448,32837,0,0.168912,0.000063
1021,175324,,1,Double Star,None,195,27.736364,0,0.678192,12828,0,0.110239,0.000074
1023,15719,,1,Marvel 1602,None,346,32.417117,4,0.588674,35135,0,0.124939,0.000058
1038,12924261,,1,"This Book Is Full of Spiders (John Dies at the End, #2)",None,323,28.014571,2,0.624637,32483,0,0.174607,0.000073
1045,10596,,1,The Regulators,None,616,64.39488,3,0.508468,96314,0,0.220394,0.000092
1055,15557,,1,"Jarka Ruus (High Druid of Shannara, #1)",None,313,47.548485,2,0.66552,32496,0,0.118696,0.000077
1062,18666047,,1,"Half a King (Shattered Sea, #1)",None,610,64.475806,1,0.551283,102398,0,0.150813,0.000084
1072,91477,,1,"Fool Moon (The Dresden Files, #2)",None,1026,100.819454,1,0.409262,215200,0,0.397122,0.000162
1075,25663888,,1,"Orphan X (Orphan X, #1)",None,177,19.3,5,0.650424,10131,0,0.112534,0.000066
1079,23705512,,1,You're Never Weird on the Internet,None,364,21.994601,0,0.611025,40368,0,0.27222,0.00009
1082,43781,,1,Merrick (The Vampire Chronicles #7),None,340,35.549057,3,0.643276,37072,0,0.222341,0.000093
1085,18630,,1,"The Player of Games (Culture, #2)",None,637,56.602473,0,0.538763,109135,0,0.203789,0.000088
1086,91475,,1,"White Night (The Dresden Files, #9)",None,928,82.301499,1,0.44609,191876,0,0.323879,0.000126
1090,35530652,,1,"Grey Sister (Book of the Ancestor, #2)",None,406,63.427273,1,0.623305,51245,0,0.102225,0.000085
1098,7779059,,1,"Side Jobs: Stories from the Dresden Files (The Dresden Files, #12.5)",None,390,42.877288,1,0.624323,47358,0,0.156704,0.000076
1099,261604,,1,"Rhapsody: Child of Blood (Symphony of Ages, #1)",None,401,55.040909,1,0.638554,51212,0,0.149789,0.000091
1101,76620,,1,"Watership Down (Watership Down, #1)",None,1089,91.570307,0,0.393678,233221,0,0.656214,0.000307
1110,17910124,,1,"The Emperor's Blades (Chronicle of the Unhewn Throne, #1)",None,611,69.922811,1,0.524263,97699,0,0.165332,0.000091
1117,41804,,1,"I, Robot (Robot, #0.1)",None,1056,98.755099,0,0.409326,228011,0,0.454294,0.000189
1122,365,,1,"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",None,877,71.958222,0,0.459735,176596,0,0.365956,0.000136
1131,13881,,1,"Rage of a Demon King (The Serpentwar Saga, #3)",None,498,64.850115,1,0.615314,76147,0,0.153832,0.000088
1134,182425,,1,False Memory,None,305,33.524874,3,0.651877,30221,0,0.178817,0.000077
1145,465904,,1,"Dragonsdawn (Pern, #9)",None,367,44.80887,2,0.626495,42076,0,0.170678,0.000092
1151,33401177,,1,The Silent Shield (Kingfountain #5),None,98,11.4,1,0.55607,2643,0,0.039226,0.000041
1158,20886354,,1,"Skin Deep (Legion, #2)",None,441,58.028205,1,0.620254,60177,0,0.114776,0.000077
1159,24784,,1,"The Black Cauldron (The Chronicles of Prydain, #2)",None,403,27.954384,2,0.572966,46412,0,0.256184,0.000086
1160,147915,,1,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)",None,563,37.537009,1,0.528909,83675,0,0.308998,0.00009
1163,5907,,1,"The Hobbit, or There and Back Again",None,1593,475.637695,0,0.289397,366963,0,0.924099,0.00136
1167,17345242,,1,The World of Ice &#38; Fire: The Untold History of Westeros and the Game of Thrones,None,403,29.39095,4,0.522907,42357,0,0.185061,0.000075
1172,25526965,,1,"End of Watch (Bill Hodges Trilogy, #3)",None,618,46.524335,3,0.501796,95669,0,0.331131,0.000119
1173,20454107,,1,Coma,None,254,20.961534,5,0.650213,20892,0,0.127809,0.000058
1174,349473,,1,Blaze,None,397,47.642436,3,0.595972,46847,0,0.177272,0.000083
1175,28862528,,1,"Saga, Vol. 6",None,398,37.090593,4,0.584193,46153,0,0.182246,0.000083
1177,45245,,1,"The Reality Dysfunction (Night's Dawn, #1)",None,448,54.011602,0,0.593311,59407,0,0.114741,0.00007
1189,45112,,1,"Assassin's Quest (Farseer Trilogy, #3)",None,688,64.137955,1,0.506643,119734,0,0.265974,0.000103
1215,13578175,,1,The Emperor's Soul,None,579,59.899147,1,0.581464,97297,0,0.208746,0.000091
1219,382549,,1,"The Cardinal of the Kremlin (Jack Ryan, #4)",None,478,40.501935,5,0.557827,63594,0,0.181961,0.000079
1220,20662728,,1,"Clariel (Abhorsen, #4)",None,302,28.784882,2,0.557457,25337,0,0.164919,0.00008
1221,40223,,1,"Kushiel's Avatar (Ph&#232;dre's Trilogy, #3)",None,226,25.012121,1,0.733215,18642,0,0.130927,0.000069
1222,3134981,,1,Joker,None,280,25.800187,4,0.575474,22478,0,0.12326,0.000056
1232,167010,,1,"Fables, Vol. 2: Animal Farm",None,327,38.973144,4,0.563029,30010,0,0.135974,0.000073
1233,51078,,1,"Batman: Knightfall, Part One: Broken Bat",None,242,29.341459,4,0.640033,18664,0,0.105992,0.000059
1241,76659,,1,"Bearing an Hourglass (Incarnations of Immortality, #2)",None,289,39.190909,2,0.680003,28299,0,0.119786,0.000073
1244,186074,,1,"The Name of the Wind (The Kingkiller Chronicle, #1)",None,1405,284.454684,1,0.329021,324517,0,0.681151,0.000464
1245,31232,,1,The Rhinemann Exchange,None,261,38.709091,5,0.706278,23964,0,0.095064,0.000069
1249,19691,,1,"The Hunt for Red October (Jack Ryan, #3)",None,950,97.867153,5,0.409357,184528,0,0.475591,0.000224
1257,341735,,1,Replay,None,349,29.591108,0,0.65733,39917,0,0.158488,0.000068
1273,43818,,1,Anne Rice's The Tale of the Body Thief (A Graphic Novel),None,301,29.444784,3,0.612027,27633,0,0.189763,0.000085
1295,3276637,,1,"Bones of the Hills (Conqueror, #3)",None,245,26.884349,1,0.63369,18941,0,0.106521,0.000057
1313,36642458,,1,"Skyward (Skyward, #1)",None,482,44.653331,1,0.600633,69626,0,0.228021,0.000098
1327,6065215,,1,"The Strain (The Strain Trilogy, #1)",None,654,50.596953,3,0.528523,112856,0,0.252162,0.000092
1328,107032,,1,Batman: A Death in the Family,None,248,33.681818,4,0.683296,20928,0,0.086148,0.000059
1334,10822174,,1,"The Walking Dead, Vol. 14: No Way Out",None,200,31.5,4,0.650553,12946,0,0.108371,0.000075
1347,16431,,1,Sole Survivor,None,238,45.654545,3,0.720739,20327,0,0.126674,0.000092
1353,70947,,1,"Northern Lights (His Dark Materials, #1)",None,155,18.240909,2,0.734814,8770,0,0.128885,0.000071
1370,587582,,1,"Queen of Sorcery (The Belgariad, #2)",None,731,72.509452,2,0.510519,136214,0,0.222262,0.000102
1378,102327,,1,Armor,None,449,50.317016,0,0.606705,61020,0,0.121669,0.00007
1385,47212,,1,"Storm Front (The Dresden Files, #1)",None,1192,132.900229,1,0.373276,264965,0,0.508774,0.000235
1386,20562717,,1,"The Name of the Wind (The Kingkiller Chronicle, #1)",None,166,12.099942,0,0.662066,9067,0,0.096831,0.000045
1388,228258,,1,"Tribulation Force (Left Behind, #2)",None,266,25.882807,3,0.643893,22694,0,0.220835,0.000088
1402,10079321,,1,"The Magician King (The Magicians, #2)",None,637,46.804146,0,0.533777,108125,0,0.337519,0.000114
1412,127455,,1,"The Lies of Locke Lamora (Gentleman Bastard, #1)",None,1157,135.640419,1,0.381937,255419,0,0.403567,0.000186
1414,4407,,1,"American Gods (American Gods, #1)",None,1247,147.157756,4,0.365352,283835,0,0.571421,0.000273
1416,14498307,,1,Adventure Time Vol. 1,None,105,11.209091,4,0.606777,3313,0,0.052651,0.000036
1424,40395,,1,"A Princess of Mars (Barsoom, #1)",None,568,49.925097,0,0.573397,92333,0,0.199834,0.000086
1426,13516846,,1,Dodger,None,200,34.681818,2,0.732965,14586,0,0.133932,0.000083
1434,47624,,1,"Lirael (Abhorsen, #2)",None,752,55.374071,2,0.487035,137527,0,0.361307,0.000125
1435,17929637,,1,"East of West, Vol. 1: The Promise",None,337,43.8,4,0.596845,33791,0,0.097742,0.000068
1437,19675,,1,"Executive Orders (Jack Ryan, #8)",None,438,42.431503,5,0.58088,55592,0,0.180625,0.000081
1444,3977,,1,"Endymion (Hyperion Cantos, #3)",None,640,62.356051,0,0.542469,110924,0,0.189522,0.000085
1456,129510,,1,"Empire of Ivory (Temeraire, #4)",None,432,40.743523,2,0.557435,51895,0,0.160938,0.000082
