Id,Label,timeset,bipartite,title,subjects,Degree,Weighted Degree,modularity_class,clustering,triangles,componentnumber,eigencentrality,pageranks,Authority,Hub
0,790171,,1,Kon-Tiki,None,432,40.852664,3,0.550518,51251,0,0.257705,0.00007,0.01417,0.01417
3,315519,,1,"Rich Man, Poor Man",None,486,42.429512,1,0.622222,73332,0,0.301524,0.000076,0.016625,0.016625
13,22028,,1,Omerta,None,226,29.5,4,0.696401,17706,0,0.151309,0.000064,0.008315,0.008315
14,249042,,1,Darkness Visible: A Memoir of Madness,None,490,44.662958,0,0.608021,72844,0,0.308938,0.00007,0.017028,0.017028
19,115476,,1,Nostromo,None,453,51.544289,1,0.631181,64619,0,0.287282,0.000069,0.015853,0.015853
26,18869177,,1,Lying,None,305,27.829458,3,0.578494,26819,0,0.175529,0.000056,0.009598,0.009598
27,27276428,,1,The Gene: An Intimate History,None,337,28.278442,3,0.596651,33780,0,0.204008,0.000054,0.011185,0.011185
31,31818,,1,The Philosophy of Andy Warhol,None,395,24.807478,5,0.523215,40714,0,0.223802,0.000046,0.012295,0.012295
34,16326,,1,"Death in the Clouds (Hercule Poirot, #12)",None,389,45.313426,4,0.627528,47357,0,0.24201,0.000082,0.013307,0.013307
37,93981,,1,The Interpretation of Dreams,None,629,37.588561,2,0.536703,106002,0,0.37398,0.000061,0.020589,0.020589
39,18869970,,1,My Cousin Rachel,None,376,35.899317,1,0.640894,45183,0,0.245567,0.000083,0.013524,0.013524
54,5113,,1,Franny and Zooey,None,1337,113.994304,2,0.38501,343859,0,0.68177,0.00016,0.037549,0.037549
56,77163,,1,"Stones from the River (Burgdorf Cycle, #1)",None,800,53.40641,0,0.522966,167140,0,0.465631,0.000112,0.025678,0.025678
65,13707734,,1,The Swerve: How the World Became Modern,None,289,29.581818,3,0.55904,23265,0,0.167603,0.000057,0.009194,0.009194
68,31842429,,1,Patria,None,109,9.838112,2,0.6614,3893,0,0.070866,0.000034,0.003892,0.003892
69,1591,,1,Lysistrata,None,545,47.428939,1,0.615482,91239,0,0.342422,0.000082,0.018896,0.018896
83,13623012,,1,"The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)",None,342,25.850188,2,0.661573,38577,0,0.230401,0.000068,0.01269,0.01269
86,23995249,,1,The Invention of Nature: Alexander von Humboldt's New World,None,221,22.136364,0,0.635829,15457,0,0.137825,0.00005,0.007581,0.007581
106,49221,,1,A Grief Observed,None,583,34.079647,1,0.560969,95170,0,0.35303,0.000074,0.019457,0.019457
109,82888,,1,Dom Casmurro,None,188,18.049917,2,0.701673,12334,0,0.125383,0.000044,0.006893,0.006893
110,31168,,1,Shirley,None,330,38.363054,1,0.732578,39768,0,0.221849,0.000062,0.012252,0.012252
111,28381,,1,Dead Souls,None,641,47.345853,2,0.561423,115159,0,0.38756,0.000067,0.021361,0.021361
113,2526,,1,Blindness,None,1062,73.022638,2,0.419263,236209,0,0.560533,0.000124,0.030856,0.030856
114,16697,,1,The Mysteries of Pittsburgh,None,409,41.126293,0,0.614075,51236,0,0.255291,0.000074,0.014053,0.014053
127,50827,,1,Dombey and Son,None,247,25.262704,1,0.706823,21474,0,0.168357,0.000044,0.009279,0.009279
129,60748,,1,"A Child Called &#34;It&#34; (Dave Pelzer, #1)",None,1256,80.550841,1,0.385924,304162,0,0.640258,0.000253,0.035223,0.035223
135,95819,,1,The Poetry of Robert Frost,None,593,42.409867,1,0.59558,104541,0,0.370101,0.000077,0.020414,0.020414
141,7332753,,1,Hitch 22: A Memoir,None,281,32.718182,3,0.653432,25706,0,0.179419,0.000062,0.00986,0.00986
145,9598,,1,Deadeye Dick,None,290,36.153696,2,0.685384,28721,0,0.194373,0.000062,0.01071,0.01071
147,42697,,1,Exodus,None,752,60.266763,1,0.531295,150025,0,0.439893,0.000113,0.024251,0.024251
148,14836,,1,Midnight's Children,None,1050,75.179318,0,0.431339,237549,0,0.561917,0.000115,0.030943,0.030943
156,58033,,1,Four Great Tragedies: Hamlet / Othello / King Lear / Macbeth,None,249,34,1,0.747279,23073,0,0.175463,0.000061,0.00967,0.00967
162,11297,,1,Norwegian Wood,None,1418,122.3593,0,0.339702,341283,0,0.679438,0.00019,0.037321,0.037321
164,56373,,1,Tipping the Velvet,None,488,34.299101,0,0.625358,74310,0,0.308524,0.000063,0.017015,0.017015
165,14185,,1,The Three Stigmata of Palmer Eldritch,None,428,33.478609,2,0.575904,52625,0,0.257781,0.00007,0.0142,0.0142
166,75162,,1,Soul on Ice,None,145,19.8,0,0.594636,6208,0,0.080335,0.000037,0.004412,0.004412
169,33832,,1,Night Falls Fast: Understanding Suicide,None,296,37.2,0,0.682845,29813,0,0.193754,0.00006,0.010672,0.010672
176,10865206,,1,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It",None,320,26.290959,3,0.537735,27446,0,0.18064,0.000052,0.009898,0.009898
185,42547,,1,"The Autobiography of Martin Luther King, Jr.",None,90,9.763636,3,0.58377,2338,0,0.047934,0.000027,0.00263,0.00263
191,3895,,1,The Barefoot Contessa Cookbook,None,238,22.020463,1,0.714711,20157,0,0.163472,0.000055,0.008997,0.008997
192,163716,,1,The Complete Fairy Tales,None,270,37.7,1,0.720859,26178,0,0.182246,0.000058,0.010049,0.010049
196,893136,,1,The Book Thief,None,221,17.352111,2,0.709872,17257,0,0.154867,0.000049,0.008524,0.008524
202,9516,,1,"Persepolis: The Story of a Childhood (Persepolis, #1)",None,1164,73.529972,0,0.398162,269502,0,0.601609,0.00016,0.033096,0.033096
205,22207,,1,Lullabies for Little Criminals,None,222,23.29697,0,0.740206,18158,0,0.158061,0.000061,0.008704,0.008704
207,25403,,1,The Orange Girl,None,179,23.2,2,0.680623,10843,0,0.118744,0.000045,0.006522,0.006522
208,239404,,1,Psychotic Reactions and Carburetor Dung,None,348,45.290909,2,0.662708,40013,0,0.223077,0.000057,0.012298,0.012298
211,11275,,1,The Wind-Up Bird Chronicle,None,1145,86.628005,0,0.40026,262146,0,0.588846,0.000142,0.032386,0.032386
213,14990,,1,Spook: Science Tackles the Afterlife,None,385,28.239912,3,0.62868,46472,0,0.251342,0.000061,0.013835,0.013835
214,4339,,1,Dispatches,None,287,33.7,3,0.589386,24189,0,0.170176,0.00005,0.009363,0.009363
226,4268,,1,How to Be Good,None,467,36.158934,0,0.61627,67057,0,0.298206,0.000081,0.016428,0.016428
228,395233,,1,The Letters of Vincent van Gogh,None,416,23.876209,5,0.502468,43373,0,0.233529,0.000045,0.012826,0.012826
231,13912,,1,A Beautiful Mind,None,983,57.339225,1,0.427232,206205,0,0.52158,0.000099,0.028682,0.028682
237,99111,,1,"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)",None,362,33.410797,1,0.691159,45161,0,0.243797,0.000078,0.013446,0.013446
238,79121,,1,The Happy Prince,None,409,35.172147,1,0.622369,51928,0,0.256485,0.000053,0.014141,0.014141
239,1009996,,1,Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking,None,178,20.109091,1,0.691741,10897,0,0.116844,0.00006,0.00642,0.00642
243,14662,,1,The Red and the Black,None,665,54.881995,1,0.558742,123359,0,0.399799,0.000077,0.022055,0.022055
245,4631,,1,A Moveable Feast,None,1098,72.69784,2,0.421461,253826,0,0.582277,0.000117,0.032037,0.032037
247,46191,,1,Why Men Love Bitches: From Doormat to Dreamgirl&#8212;A Woman's Guide to Holding Her Own in a Relationship,None,193,15.653634,3,0.537187,9953,0,0.110423,0.000049,0.006033,0.006033
248,23935182,,1,&#1571;&#1606;&#1578;&#1610;&#1582;&#1585;&#1610;&#1587;&#1578;&#1608;&#1587;,None,66,9.536364,4,0.703963,1510,0,0.026249,0.000031,0.001409,0.001409
254,306654,,1,Cold Sassy Tree,None,733,50.475944,1,0.558469,149825,0,0.440657,0.000114,0.024313,0.024313
259,18999,,1,Smiley's People,None,282,27.635548,3,0.63272,25069,0,0.1776,0.00006,0.009759,0.009759
263,507157,,1,Wuthering Heights,None,315,27.539401,1,0.703609,34797,0,0.222388,0.000059,0.012255,0.012255
279,3656,,1,The Sea,None,481,50.051082,0,0.612179,70670,0,0.304458,0.000073,0.016785,0.016785
282,52251,,1,"Claudius the God and His Wife Messalina (Claudius, #2)",None,309,32.854662,1,0.693902,33020,0,0.208029,0.000062,0.011474,0.011474
284,5872,,1,"Regeneration (Regeneration, #1)",None,408,39.940793,0,0.67034,55657,0,0.274976,0.000076,0.015164,0.015164
285,747746,,1,The Curious Case of Benjamin Button,None,536,38.565695,1,0.621558,89119,0,0.342538,0.000079,0.01889,0.01889
293,469571,,1,"All the Pretty Horses (The Border Trilogy, #1)",None,930,65.343821,2,0.47591,205586,0,0.52264,0.000113,0.028807,0.028807
294,7099273,,1,"The Other Wes Moore: One Name, Two Fates",None,390,37.63643,0,0.664913,50437,0,0.258617,0.000085,0.014241,0.014241
303,13531504,,1,Jerusalem: A Cookbook,None,148,10.176792,0,0.55387,6025,0,0.083766,0.000034,0.004593,0.004593
305,93251,,1,The October Country,None,307,31.492541,1,0.666624,31312,0,0.205192,0.00008,0.011309,0.011309
308,43708884,,1,"The Boy, the Mole, the Fox and the Horse",None,192,20.290909,0,0.808846,14831,0,0.14079,0.000059,0.007766,0.007766
311,18774981,,1,Waking Up: A Guide to Spirituality Without Religion,None,456,31.375733,3,0.539136,55930,0,0.259611,0.000059,0.014231,0.014231
315,613283,,1,Princess: A True Story of Life Behind the Veil in Saudi Arabia,None,254,22.347372,3,0.643926,20690,0,0.163209,0.000057,0.008954,0.008954
318,768777,,1,"Ultima noapte de dragoste, &#238;nt&#226;ia noapte de r&#259;zboi",None,150,20.25,1,0.792215,8853,0,0.106478,0.000038,0.005862,0.005862
322,36576608,,1,Flowers for Algernon,None,625,36.577612,1,0.574877,112101,0,0.388594,0.000105,0.021426,0.021426
329,1911,,1,The World Is Flat: A Brief History of the Twenty-first Century,None,921,52.63966,3,0.416133,176299,0,0.478341,0.000089,0.026242,0.026242
330,22327,,1,The Miracle Worker: A Play,None,606,49.509416,1,0.591943,108512,0,0.374863,0.000086,0.020675,0.020675
347,26329,,1,Emotional Intelligence: Why It Can Matter More Than IQ,None,578,35.428594,3,0.463326,77261,0,0.303439,0.000063,0.016595,0.016595
348,6334,,1,Never Let Me Go,None,1660,150.819508,0,0.318122,438044,0,0.779847,0.000317,0.042862,0.042862
349,58345,,1,The Awakening,None,1227,92.754457,0,0.409055,307671,0,0.643607,0.000162,0.035461,0.035461
350,24687,,1,Don't Let's Go to the Dogs Tonight: An African Childhood,None,571,39.965825,0,0.545863,88831,0,0.334728,0.000086,0.018431,0.018431
356,308540,,1,"The Haunted Mask (Goosebumps, #11)",None,294,26.698069,1,0.751666,32375,0,0.210104,0.000062,0.011593,0.011593
361,106590,,1,Lincoln,None,448,26.901138,3,0.573945,57468,0,0.269241,0.000056,0.014813,0.014813
370,158944,,1,The Fannie Farmer Cookbook,None,155,19.7,1,0.718056,8570,0,0.100509,0.000046,0.005522,0.005522
375,77426,,1,The Fortune of War (Aubrey &#38; Maturin #6),None,354,44,2,0.690754,43159,0,0.239482,0.000076,0.013204,0.013204
376,300225,,1,Bloodline,None,272,27.279937,4,0.694378,25592,0,0.177845,0.000055,0.009772,0.009772
387,394469,,1,Suttree,None,451,39.467671,2,0.574289,58276,0,0.269559,0.000067,0.014848,0.014848
398,264778,,1,Sacajawea,None,384,42.651426,1,0.703247,51714,0,0.255457,0.000081,0.014091,0.014091
399,43326,,1,Tell Me Your Dreams,None,340,30.598,4,0.6038,34797,0,0.207181,0.000057,0.011364,0.011364
403,34496624,,1,A Legacy of Spies,None,222,22.063636,2,0.659329,16174,0,0.143368,0.000057,0.007895,0.007895
405,14572,,1,Peace Is Every Step: The Path of Mindfulness in Everyday Life,None,382,33.340148,3,0.627805,45686,0,0.243886,0.000063,0.013419,0.013419
406,7624,,1,Lord of the Flies,None,2382,493.667476,1,0.229158,649840,0,0.974105,0.00113,0.053348,0.053347
412,16366,,1,Endless Night,None,280,29.043024,4,0.615156,24028,0,0.170422,0.000068,0.009369,0.009369
414,32987,,1,The Greatest Generation,None,240,23.665734,3,0.723466,20749,0,0.165917,0.00005,0.009128,0.009128
419,77295,,1,Gift from the Sea,None,655,47.550939,1,0.549623,117721,0,0.389567,0.000094,0.021468,0.021468
420,18864,,1,The Rum Diary,None,668,46.188915,2,0.545292,121479,0,0.399832,0.000074,0.022031,0.022031
439,231560,,1,Uncle Vanya,None,312,39.263636,2,0.672067,32606,0,0.206556,0.000057,0.011379,0.011379
442,106393,,1,The Coldest Winter Ever,None,157,13.041552,0,0.716479,8774,0,0.109877,0.000036,0.00604,0.00604
444,215492,,1,"Lord Edgware Dies (Hercule Poirot, #9)",None,322,49.028888,4,0.7079,36585,0,0.212082,0.000077,0.011675,0.011675
446,36236125,,1,Invisible Monsters,None,181,26.581818,2,0.639595,10419,0,0.11174,0.000063,0.006147,0.006147
450,8296140,,1,Clara and Mr. Tiffany,None,69,8.939288,5,0.619352,1453,0,0.025245,0.00003,0.001361,0.001361
451,11865558,,1,Venture Deals,None,119,15.205128,3,0.658026,4620,0,0.051582,0.000034,0.002782,0.002782
452,33609,,1,Katherine,None,352,28.907471,1,0.659819,40761,0,0.233523,0.000063,0.012868,0.012868
462,32191710,,1,Astrophysics for People in a Hurry,None,775,39.798372,3,0.439663,131866,0,0.41517,0.0001,0.022788,0.022788
465,304,,1,Daniel Deronda,None,332,35.637363,1,0.66063,36299,0,0.210108,0.00006,0.011588,0.011588
469,3805,,1,The Corrections,None,1195,98.676811,0,0.404669,288697,0,0.620385,0.000147,0.034147,0.034147
470,43877,,1,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny,None,461,28.583866,3,0.460492,48826,0,0.232993,0.000055,0.01271,0.01271
473,32067,,1,Lady Chatterley's Lover,None,807,66.354069,1,0.54415,176969,0,0.4828,0.000095,0.026642,0.026642
474,129223,,1,The Well of Loneliness,None,291,37.9,0,0.707596,29857,0,0.194505,0.00005,0.010727,0.010727
475,89369,,1,The Te of Piglet,None,357,34.742774,3,0.596261,37890,0,0.218839,0.000064,0.012027,0.012027
476,166562,,1,Between a Rock and a Hard Place,None,177,20.845455,3,0.680406,10598,0,0.117721,0.000057,0.006469,0.006469
482,17362,,1,Black Holes &#38; Time Warps: Einstein's Outrageous Legacy,None,144,15.55303,3,0.660742,6803,0,0.081902,0.000039,0.004467,0.004467
483,24861,,1,Demian: Die Geschichte von Emil Sinclairs Jugend,None,778,54.023866,2,0.484763,146521,0,0.434399,0.000075,0.023916,0.023916
484,428,,1,Play It As It Lays,None,525,49.304801,0,0.583599,80274,0,0.321835,0.000084,0.017719,0.017719
485,78985,,1,Sons of Fortune,None,192,24.918998,4,0.695735,12757,0,0.122628,0.000059,0.006724,0.006724
487,4452257,,1,The Book of Basketball: The NBA According to The Sports Guy,None,352,26.884044,3,0.662458,40924,0,0.231794,0.000059,0.012744,0.012744
494,270521,,1,The Russia House,None,319,29.884882,3,0.592831,30069,0,0.195513,0.000065,0.010744,0.010744
501,130200,,1,Gather Together in My Name,None,209,24.6,0,0.629417,13681,0,0.129772,0.000057,0.007138,0.007138
503,28923,,1,When We Were Orphans,None,411,48.666667,0,0.585876,49363,0,0.248184,0.000087,0.013664,0.013664
506,55403,,1,Black Hawk Down: A Story of Modern War,None,716,46.82396,3,0.513599,131466,0,0.41334,0.000078,0.022761,0.022761
511,67896,,1,Tao Te Ching,None,455,29.247216,3,0.606574,62650,0,0.290875,0.000056,0.016003,0.016003
512,228630,,1,Black Boy,None,755,54.260164,0,0.537471,152983,0,0.446163,0.000079,0.024613,0.024613
515,117837,,1,Heart of Darkness,None,330,35.845455,2,0.661472,35908,0,0.218518,0.000067,0.012037,0.012037
517,10252302,,1,Blue Nights,None,426,36.594854,0,0.568771,51488,0,0.252164,0.000068,0.013877,0.013877
520,43328,,1,Rage of Angels,None,270,25.891768,4,0.666281,24196,0,0.169821,0.000056,0.009344,0.009344
525,12540,,1,Operating Instructions: A Journal of My Son's First Year,None,252,30.043939,0,0.739139,23376,0,0.174401,0.000076,0.009613,0.009613
528,1617,,1,Night  (The Night Trilogy #1),None,1970,242.247492,0,0.275643,534600,0,0.870613,0.000582,0.04777,0.04777
538,32049,,1,Lady Chatterley's Lover,None,551,47.813553,1,0.625824,94828,0,0.353534,0.000077,0.019508,0.019508
545,42641,,1,Resurrection,None,441,59.731818,2,0.668646,64872,0,0.289072,0.000072,0.015948,0.015948
546,316845,,1,"The Sword in the Stone (The Once and Future King, #1)",None,372,38.208891,1,0.72485,50019,0,0.250548,0.000092,0.013838,0.013838
551,1052,,1,The Richest Man in Babylon,None,467,32.592586,3,0.469585,51096,0,0.234216,0.00006,0.012771,0.012771
554,15654,,1,The Stranger Beside Me: Ted Bundy: The Shocking Inside Story,None,544,31.073481,4,0.590084,87153,0,0.340778,0.000086,0.018779,0.018779
556,5797,,1,Vanity Fair,None,1011,80.342296,1,0.472035,241000,0,0.562661,0.000117,0.031036,0.031036
559,174879,,1,On Becoming a Person: A Therapist's View of Psychotherapy,None,280,34.4,3,0.647235,25281,0,0.180164,0.000052,0.009905,0.009905
562,98399,,1,Healing the Shame that Binds You,None,303,35.272727,3,0.596507,27292,0,0.181573,0.000061,0.009954,0.009954
563,53200,,1,Black Holes and Baby Universes,None,315,34.323044,3,0.62845,31080,0,0.194202,0.000064,0.010656,0.010656
567,12651,,1,The Social Contract,None,499,42.023333,2,0.57977,72037,0,0.301235,0.000061,0.016576,0.016576
568,142080,,1,"Collected Poems, 1909-1962",None,231,27.836364,1,0.739695,19650,0,0.165451,0.000055,0.009117,0.009117
569,46544,,1,"The Shelters of Stone (Earth's Children, #5)",None,265,27.087479,1,0.766695,26819,0,0.194081,0.000083,0.010703,0.010703
577,15019,,1,"Conversations With God: An Uncommon Dialogue, Book 2",None,326,29.026717,3,0.590278,31270,0,0.189538,0.00005,0.010396,0.010396
583,8913370,,1,Fingersmith,None,324,21.002571,4,0.618794,32379,0,0.20502,0.000072,0.011288,0.011288
592,12609433,,1,The Power of Habit: Why We Do What We Do in Life and Business,None,1160,84.583996,3,0.332628,223599,0,0.537047,0.000171,0.02937,0.02937
597,1192,,1,Everyday Italian: 125 Simple and Delicious Recipes,None,310,19.616229,1,0.719365,34454,0,0.217237,0.000055,0.011961,0.011961
600,300226,,1,The Naked Face,None,192,22.969055,4,0.73293,13439,0,0.123677,0.000057,0.006794,0.006794
601,446,,1,The Brooklyn Follies,None,285,37.5,0,0.635532,25720,0,0.174355,0.00006,0.009592,0.009592
603,41681,,1,The Jungle,None,1126,78.945991,1,0.439822,278572,0,0.611554,0.000147,0.033706,0.033706
607,968,,1,"The Da Vinci Code (Robert Langdon, #2)",None,2324,383.379359,4,0.227894,615159,0,0.943967,0.000987,0.05166,0.05166
611,414298,,1,Straight Man,None,417,36.310877,0,0.622671,54008,0,0.266199,0.000072,0.014666,0.014666
613,156024,,1,"The Talented Mr. Ripley (Ripley, #1)",None,384,31.841937,0,0.565179,41561,0,0.227559,0.000082,0.012532,0.012532
616,4980,,1,Breakfast of Champions,None,1343,115.001431,2,0.374069,337093,0,0.676299,0.000171,0.037219,0.037219
620,1375,,1,The Iliad/The Odyssey,None,721,51.464055,1,0.563519,146267,0,0.439411,0.00009,0.024245,0.024245
622,9729504,,1,"Lost in Shangri-la: A True Story of Survival, Adventure, and the Most Incredible Rescue Mission of World War II",None,215,16.297642,3,0.618822,14236,0,0.128494,0.000046,0.007033,0.007033
624,30512,,1,Paddy Clarke Ha Ha Ha,None,549,53.5529,0,0.570221,85776,0,0.33392,0.000079,0.018405,0.018405
625,15751404,,1,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",None,953,58.118236,3,0.377693,171332,0,0.469155,0.000124,0.025689,0.025689
629,9753375,,1,&#1571;&#1585;&#1590; &#1586;&#1610;&#1603;&#1608;&#1604;&#1575;,None,79,12.430286,4,0.723466,2229,0,0.030438,0.000038,0.001628,0.001628
632,51496,,1,The Strange Case of Dr. Jekyll and Mr. Hyde,None,1549,132.957034,1,0.33097,396808,0,0.739905,0.000292,0.040678,0.040678
633,4659,,1,A Widow for One Year,None,591,42.250027,0,0.614058,107058,0,0.374347,0.000085,0.020665,0.020665
637,261243,,1,History of the Peloponnesian War,None,344,33.454699,1,0.658604,38855,0,0.221507,0.000056,0.012207,0.012207
640,468070,,1,"Nigella Express: Good Food, Fast",None,247,22.002558,1,0.64435,19576,0,0.160269,0.000053,0.008809,0.008809
641,18386,,1,The Death of Ivan Ilych,None,911,64.116999,2,0.461982,191494,0,0.501679,0.000091,0.027629,0.027629
649,6295,,1,Howl and Other Poems,None,957,64.92316,2,0.464212,212352,0,0.528134,0.000099,0.029093,0.029093
651,121648,,1,"Five Little Pigs (Hercule Poirot, #25)",None,348,36.248812,4,0.689026,41602,0,0.230981,0.000076,0.012723,0.012723
657,457264,,1,The Second Sex,None,231,26.354545,2,0.647845,17210,0,0.151631,0.000048,0.008346,0.008346
659,9784,,1,Women in Love,None,645,74.220629,1,0.569324,118243,0,0.388683,0.000097,0.021452,0.021452
660,759945,,1,The Magic of Thinking Big,None,358,24.197044,3,0.490165,31323,0,0.180222,0.000048,0.009814,0.009814
663,16170522,,1,&#1589;&#1575;&#1606;&#1593; &#1575;&#1604;&#1592;&#1604;&#1575;&#1605;,None,99,15.254545,4,0.613069,2974,0,0.039468,0.000041,0.002118,0.002118
679,92307,,1,Being and Time,None,237,25.10691,2,0.737932,20637,0,0.163486,0.000046,0.009,0.009
681,352383,,1,Antigone,None,365,32.343577,1,0.639154,42459,0,0.232926,0.000056,0.012836,0.012836
684,9555,,1,The Elephant Vanishes,None,281,29.684349,0,0.657931,25883,0,0.180945,0.000069,0.009962,0.009962
694,28251250,,1,White Noise,None,419,47.843007,0,0.681116,59646,0,0.283647,0.000075,0.015641,0.015641
696,311196,,1,Frederica,None,169,19.2,1,0.68153,9675,0,0.110892,0.000061,0.006104,0.006104
698,21086818,,1,"Do No Harm: Stories of Life, Death and Brain Surgery",None,263,23.514336,3,0.562331,19374,0,0.153607,0.000049,0.008434,0.008434
701,51799,,1,The Decameron,None,731,60.162908,1,0.508682,135724,0,0.416388,0.00008,0.022947,0.022947
702,124509,,1,Smilla's Sense of Snow,None,333,28.373909,0,0.679457,37559,0,0.225023,0.000063,0.012399,0.012399
705,4653511,,1,&#1585;&#1580;&#1575;&#1604; &#1601;&#1610; &#1575;&#1604;&#1588;&#1605;&#1587;,None,156,18.139411,4,0.544003,6577,0,0.071867,0.000041,0.003889,0.003889
707,17876,,1,"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",None,893,64.878505,2,0.482718,192256,0,0.500476,0.000087,0.027573,0.027573
708,13641208,,1,Tenth of December,None,612,42.321339,0,0.530193,99128,0,0.35789,0.000081,0.019705,0.019705
710,25189315,,1,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,None,406,25.669209,0,0.637803,52437,0,0.266279,0.000072,0.014674,0.014674
715,11334,,1,Song of Solomon,None,831,55.968027,0,0.521007,179677,0,0.486806,0.000107,0.026851,0.026851
717,531262,,1,A Handful of Dust,None,456,53.449068,1,0.616223,63927,0,0.286326,0.000068,0.015793,0.015793
718,159964,,1,The Dhammapada,None,371,45.286364,2,0.664034,45576,0,0.244351,0.000064,0.013459,0.013459
720,227570,,1,Lady Cottington's Pressed Fairy Book,None,235,24.448135,5,0.649864,17868,0,0.151058,0.000057,0.008307,0.008307
725,4953,,1,A Heartbreaking Work of Staggering Genius,None,1073,79.096013,0,0.425477,244704,0,0.569019,0.00012,0.031326,0.031326
727,8921,,1,The Hound of the Baskervilles,None,1226,85.967034,4,0.380573,285782,0,0.619879,0.000179,0.034092,0.034092
728,30145126,,1,The Lost City of the Monkey God: A True Story,None,282,29.610606,3,0.623533,24705,0,0.173522,0.000067,0.00953,0.00953
729,4138,,1,Naked,None,1397,115.030439,0,0.367862,358704,0,0.698708,0.0002,0.038443,0.038443
738,1297985,,1,Musicophilia: Tales of Music and the Brain,None,467,24.358986,3,0.537041,58436,0,0.273285,0.000047,0.01501,0.01501
739,7507825,,1,At Home: A Short History of Private Life,None,713,40.64453,3,0.490821,124584,0,0.404569,0.000085,0.022244,0.022244
742,232743,,1,The Archaeology of Knowledge &#38; The Discourse on Language,None,111,11.830303,2,0.553972,3382,0,0.05988,0.000025,0.003281,0.003281
743,112803,,1,Gandhi: An autobiography,None,511,33.050216,3,0.550531,71737,0,0.305751,0.000055,0.016792,0.016792
745,6870,,1,Enduring Love,None,524,43.652376,0,0.581598,79694,0,0.31887,0.000075,0.017564,0.017564
747,144800,,1,The Raw Shark Texts,None,289,29.254545,0,0.653907,27213,0,0.18791,0.000072,0.010344,0.010344
748,23814,,1,"King Solomon's Mines (Allan Quatermain, #1)",None,438,44.626338,1,0.663751,63523,0,0.278697,0.00008,0.015379,0.015379
753,3692,,1,The Heart of the Matter,None,431,40.617713,1,0.59346,54993,0,0.261267,0.000053,0.014398,0.014398
755,5517,,1,A Raisin in the Sun,None,744,53.08972,1,0.557989,154226,0,0.446829,0.000104,0.024665,0.024665
767,2145681,,1,A Wolf at the Table,None,323,31.64915,0,0.658654,34252,0,0.210642,0.000062,0.011591,0.011591
769,5632446,,1,Columbine,None,675,40.725165,0,0.530867,120759,0,0.397236,0.000097,0.021883,0.021883
770,780581,,1,Bel-Ami,None,354,27.388424,1,0.619868,38730,0,0.223458,0.000053,0.012299,0.012299
780,10669,,1,When Genius Failed: The Rise and Fall of Long-Term Capital Management,None,392,33.271284,3,0.519351,39801,0,0.219389,0.000061,0.012025,0.012025
791,12254379,,1,"1Q84 #1-2 (1Q84, #1-2)",None,224,24.739993,0,0.713925,17831,0,0.149333,0.000056,0.008209,0.008209
795,514210,,1,The Way of Zen,None,324,33.375758,3,0.567557,29698,0,0.186346,0.000053,0.010248,0.010248
796,9666241,,1,&#1575;&#1604;&#1606;&#1576;&#1591;&#1610;,None,119,16.730303,4,0.600057,4213,0,0.056518,0.000042,0.003062,0.003062
797,22917,,1,The Complete Grimm's Fairy Tales,None,1061,81.54959,1,0.435118,244680,0,0.568617,0.000159,0.031329,0.031329
798,385228,,1,On Liberty,None,666,55.842233,2,0.558924,123771,0,0.39924,0.000072,0.021997,0.021997
800,37847,,1,The Long Hard Road Out of Hell,None,244,19.073871,1,0.690886,20482,0,0.168984,0.000057,0.009301,0.009301
806,7815,,1,The Year of Magical Thinking,None,1189,87.149428,0,0.387683,273807,0,0.603689,0.000145,0.033201,0.033201
810,9712,,1,Love in the Time of Cholera,None,1756,180.037537,0,0.302515,466143,0,0.807427,0.00029,0.044358,0.044358
812,646462,,1,Qur&#702;an / &#1575;&#1604;&#1602;&#1585;&#1570;&#1606; &#1575;&#1604;&#1603;&#1585;&#1610;&#1605;,None,291,18.131483,4,0.576466,24324,0,0.180353,0.000042,0.009893,0.009893
817,1371,,1,The Iliad,None,1611,143.080748,1,0.331932,430468,0,0.772519,0.000247,0.042486,0.042486
818,16033842,,1,La V&#233;rit&#233; sur l'affaire Harry Quebert,None,262,15.573325,2,0.670674,22931,0,0.16819,0.000047,0.009248,0.009248
823,10883,,1,Benjamin Franklin: An American Life,None,659,35.442628,3,0.450858,97751,0,0.348954,0.00007,0.019121,0.019121
829,95707,,1,Your Best Life Now: 7 Steps to Living at Your Full Potential,None,189,18.50303,3,0.609873,10835,0,0.109596,0.000049,0.006006,0.006006
834,243714,,1,Interpreter of Maladies,None,232,28.2,0,0.64323,17236,0,0.146667,0.000055,0.008071,0.008071
836,26156469,,1,Never Split the Difference,None,319,25.006932,3,0.544686,27627,0,0.167436,0.000057,0.009121,0.009121
