Id,Label,timeset,bipartite,title,subjects,Degree,Weighted Degree,modularity_class,clustering,triangles,componentnumber,eigencentrality,pageranks
6957,3223761,,1,Every Soul a Star,None,228,26.936364,1,0.689736,17849,0,0.123419,0.000048
6960,72854,,1,"Into the Wilderness (Wilderness, #1)",None,431,32.434156,0,0.554913,51421,0,0.221634,0.000079
6963,12930909,,1,"Between the Devil and the Deep Blue Sea (Between, #1)",None,576,76.9,3,0.549607,91015,0,0.293969,0.000104
6964,32497573,,1,Everyone's a Aliebn When Ur a Aliebn Too,None,170,13.965208,3,0.707275,10160,0,0.097112,0.000051
6974,6726595,,1,"Flirt (Anita Blake, Vampire Hunter #18)",None,461,56.784993,2,0.578449,61333,0,0.226659,0.000084
6977,238360,,1,Megan Meade's Guide to the McGowan Boys,None,590,59.150007,0,0.558545,97050,0,0.303371,0.000073
6987,13600318,,1,"Reckless (Thoughtless, #3)",None,788,81.653644,5,0.488964,151617,0,0.345469,0.00009
6993,23264671,,1,"Godsgrave (The Nevernight Chronicle, #2)",None,417,47.02634,3,0.641671,55656,0,0.228506,0.000088
6996,73864,,1,A Man Named Dave (Dave Pelzer #3),None,267,26.19468,0,0.736561,26156,0,0.165149,0.00006
6998,17569860,,1,"Conquer Your Love (Surrender Your Love, #2)",None,377,55.683333,5,0.644576,45685,0,0.15866,0.000065
7000,18718848,,1,Mosquitoland,None,409,43.856294,3,0.629273,52504,0,0.212818,0.000083
7002,13829,,1,"Terrier (Beka Cooper, #1)",None,764,66.760602,1,0.497499,145004,0,0.368648,0.000098
7006,21857294,,1,"Reasonable Doubt: Volume 3 (Reasonable Doubt, #3)",None,407,48.281818,5,0.526513,43501,0,0.165919,0.00006
7011,6137154,,1,"Fire (Graceling Realm, #2)",None,1326,111.187069,3,0.398938,350457,0,0.594573,0.000146
7013,30256248,,1,By Your Side,None,549,58.19687,3,0.562908,84676,0,0.274295,0.00007
7016,9868970,,1,"Immortal Rider  (Lords of Deliverance, #2; Demonica, #7)",None,440,61.023027,2,0.625005,60363,0,0.204407,0.000066
7017,17849112,,1,"World After (Penryn &#38; the End of Days, #2)",None,729,56.887475,3,0.514396,136498,0,0.363535,0.000076
7020,40189670,,1,Josh and Hazel's Guide to Not Dating,None,426,48.518182,3,0.493455,44670,0,0.193727,0.000079
7023,49130,,1,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",None,273,23.36197,1,0.605904,22496,0,0.140359,0.000069
7027,18166936,,1,The Strange and Beautiful Sorrows of Ava Lavender,None,568,52.426274,3,0.596933,96123,0,0.301826,0.000091
7029,12157365,,1,"Unraveling (Unraveling, #1)",None,228,29.972727,2,0.726331,18796,0,0.133876,0.000047
7031,18080889,,1,"Worth the Fight (MMA Fighter, #1)",None,304,37.809091,5,0.59762,27524,0,0.115476,0.000051
7035,42898,,1,"Lover Revealed (Black Dagger Brotherhood, #4)",None,1158,124.604641,2,0.400586,268354,0,0.48851,0.00014
7038,32333338,,1,Save the Date,None,385,42.448968,3,0.608171,44956,0,0.198544,0.000071
7039,18225810,,1,Sisters,None,583,41.096475,1,0.493637,83747,0,0.269762,0.000063
7043,31539949,,1,"Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies (Pottermore Presents, #1)",None,78,7.836364,1,0.791542,2377,0,0.050099,0.000029
7045,8709528,,1,"The Ruby Circle (Bloodlines, #6)",None,897,83.381266,3,0.487953,196087,0,0.43693,0.000098
7049,9680114,,1,"Pure (Pure, #1)",None,651,55.141568,3,0.508283,107540,0,0.321075,0.0001
7050,10421530,,1,"Kiss of Frost (Mythos Academy, #2)",None,465,52.137879,2,0.595857,64281,0,0.244662,0.000064
7051,563458,,1,Fallen Hearts,None,218,30.486364,0,0.704308,16659,0,0.118093,0.000071
7052,93726,,1,"Princess in Training (The Princess Diaries, #6)",None,490,61.667799,0,0.594675,71245,0,0.255918,0.000081
7060,3975774,,1,"Evermore (The Immortals, #1)",None,1671,163.486053,2,0.337366,470722,0,0.692874,0.000179
7062,7384801,,1,"Taken by Midnight (Midnight Breed, #8)",None,437,61.693124,2,0.632555,60261,0,0.200484,0.000074
7063,270804,,1,"Glass (Crank, #2)",None,487,37.269969,1,0.564352,66786,0,0.249865,0.00007
7068,13597723,,1,"The Naturals (The Naturals, #1)",None,639,57.740126,3,0.567815,115744,0,0.330972,0.000075
7073,106129,,1,"Charlie Bone and the Invisible Boy (The Children of the Red King, #3)",None,456,47.949019,1,0.597889,62025,0,0.230245,0.000083
7081,77395,,1,"Rainbow Valley (Anne of Green Gables, #7)",None,247,29.041026,1,0.607287,18450,0,0.128179,0.000078
7087,24937,,1,Wicked: The Grimmerie,None,371,24.484089,0,0.598412,41072,0,0.204731,0.000072
7089,9917938,,1,"Blood Red Road (Dust Lands, #1)",None,780,66.620914,2,0.501639,152403,0,0.384964,0.000089
7090,18667307,,1,"Tokyo Ghoul, Tome 1 (Tokyo Ghoul, #1)",None,317,21.49076,4,0.578465,28973,0,0.162711,0.000047
7092,8309278,,1,"The Giver (The Giver, #1)",None,199,16.625308,3,0.681285,13422,0,0.11881,0.000044
7096,9565045,,1,"Second Grave on the Left (Charley Davidson, #2)",None,457,39.252998,2,0.547286,57025,0,0.216076,0.000078
7099,13040826,,1,"Rapture (Fallen Angels, #4)",None,228,36.7,2,0.701677,18158,0,0.124415,0.000063
7101,3047851,,1,"Wanted (Pretty Little Liars, #8)",None,766,69.017332,0,0.51034,149527,0,0.380695,0.000094
7102,16033909,,1,"Burn (Breathless, #3)",None,478,48.645936,5,0.574599,65506,0,0.220647,0.000059
7107,16070018,,1,"Truth (Consequences, #2)",None,348,36.835222,5,0.588228,35516,0,0.148838,0.000056
7108,21411887,,1,"You Were Mine (Rosemary Beach, #9)",None,537,70.924592,5,0.592123,85216,0,0.269062,0.000082
7109,140075,,1,"All Together Dead (Sookie Stackhouse, #7)",None,1104,98.635298,0,0.412662,251252,0,0.488735,0.000144
7112,285205,,1,"Blood Bound (Mercy Thompson, #2)",None,1034,100.511509,2,0.428195,228682,0,0.459179,0.000143
7117,17332071,,1,"The Arrangement 4: The Ferro Family (The Arrangement, #4)",None,407,58.681818,5,0.584609,48301,0,0.164076,0.000072
7124,29519514,,1,"Broken Prince (The Royals, #2)",None,828,68.515178,3,0.482023,165034,0,0.393406,0.00008
7129,41032121,,1,"The Risk (Briar U, #2)",None,357,37.721911,5,0.600966,38189,0,0.173753,0.00005
7133,32057598,,1,The Hollow Crown (Kingfountain #4),None,282,26.041758,3,0.720073,28530,0,0.158702,0.000058
7136,25566675,,1,Piecing Me Together,None,75,7.990909,3,0.665946,1848,0,0.029555,0.000037
7137,13206760,,1,"Scarlet (The Lunar Chronicles, #2)",None,1980,224.406237,3,0.297048,581979,0,0.781823,0.00026
7138,6780439,,1,"Dark Visions (Dark Visions, #1-3)",None,629,63.469504,2,0.561264,110853,0,0.317456,0.000077
7139,13112869,,1,"Not a Drop to Drink (Not a Drop to Drink, #1)",None,431,52.8,3,0.597032,55324,0,0.225185,0.000071
7152,231804,,1,The Outsiders,None,2052,234.080296,1,0.274981,578650,0,0.778036,0.000563
7153,15748335,,1,"Leave Me Breathless (Ross Siblings, #3)",None,342,45.706344,5,0.61834,36056,0,0.135071,0.000058
7154,9712492,,1,"Providence (Providence, #1)",None,629,69.750637,5,0.550753,108777,0,0.302616,0.00008
7159,9559665,,1,Between Here and Forever,None,303,43,0,0.66859,30590,0,0.163677,0.000059
7165,11568316,,1,"Dream Dark (Caster Chronicles, #2.5)",None,387,53.3,2,0.72421,54092,0,0.23249,0.00007
7170,89763,,1,Esperanza Rising,None,883,63.904594,1,0.440297,171453,0,0.389153,0.000105
7171,28260587,,1,"Empire of Storms (Throne of Glass, #5)",None,1462,142.600975,3,0.377412,403073,0,0.6388,0.000171
7174,21420473,,1,"The Fixed Trilogy (Fixed, #1-3)",None,186,23.866667,5,0.587678,10111,0,0.072122,0.000041
7178,25564446,,1,"The Air He Breathes (Elements, #1)",None,297,28.003363,5,0.578192,25415,0,0.133593,0.000051
7184,19452,,1,"Ready or Not (All-American Girl, #2)",None,421,53.472994,0,0.600577,53097,0,0.221315,0.000078
7188,20588684,,1,"Taken by Tuesday (The Weekday Brides, #5)",None,96,9.263636,5,0.639693,2917,0,0.041634,0.000037
7192,19288260,,1,"How to Be Parisian Wherever You Are: Love, Style, and Bad Habits",None,236,25.5838,3,0.704796,19544,0,0.138524,0.000066
