Id,Label,timeset,bipartite,title,subjects,modularity_class,Degree,componentnumber,Weighted Degree,eigencentrality,clustering,triangles,Authority,Hub,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
275,84151,,1,"Night Play (Dark-Hunter #5, Were-Hunter #1)",None,0,280,0,14.976869,0.240191,0.613262,23954,0.016625,0.016625,0.00091,2,0.553722,0.59702,162.328555
277,13643567,,1,"The Evolution of Mara Dyer (Mara Dyer, #2)",None,4,417,0,10.815204,0.41812,0.583149,50580,0.029312,0.029312,0.000759,2,0.584447,0.644491,286.337704
285,12812550,,1,"Days of Blood &#38; Starlight (Daughter of Smoke &#38; Bone, #2)",None,4,605,0,13.074597,0.553092,0.47334,86484,0.038727,0.038727,0.000912,2,0.632617,0.709633,944.032904
287,15717876,,1,"The Secret of Ella and Micha (The Secret, #1)",None,6,409,0,15.209348,0.391921,0.567609,47359,0.027351,0.027351,0.000965,2,0.58256,0.641719,334.546078
289,23220,,1,"Size 12 Is Not Fat (Heather Wells, #1)",None,5,228,0,4.71014,0.223019,0.599351,15510,0.015578,0.015578,0.000414,2,0.542889,0.579002,109.40036
290,5452,,1,"Girls in Pants: The Third Summer of the Sisterhood (Sisterhood, #3)",None,5,189,0,4.697646,0.181184,0.59096,10499,0.012633,0.012633,0.000428,2,0.535039,0.565489,103.232842
291,59810,,1,"Jewels of the Sun (Gallaghers of Ardmore, #1)",None,2,214,0,6.799495,0.186557,0.566978,12922,0.012919,0.012919,0.000548,2,0.540045,0.574151,136.618815
302,16102004,,1,"Beautiful Bastard (Beautiful Bastard, #1)",None,6,566,0,17.680284,0.488387,0.457744,73191,0.034001,0.034001,0.001119,2,0.621983,0.696119,990.757933
311,93722,,1,"The Boy Next Door (Boy, #1)",None,5,322,0,7.107825,0.296579,0.522629,27010,0.020714,0.020714,0.000567,2,0.562793,0.611573,258.130372
316,17849112,,1,"World After (Penryn &#38; the End of Days, #2)",None,4,365,0,9.174927,0.363276,0.574349,38154,0.025447,0.025447,0.000664,2,0.572392,0.626473,262.710227
321,22609310,,1,Confess,None,6,502,0,14.326574,0.484174,0.540807,68007,0.033875,0.033875,0.000942,2,0.605285,0.673943,508.068888
323,22510983,,1,"Girl Online (Girl Online, #1)",None,4,183,0,3.467555,0.195962,0.69525,11578,0.013722,0.013722,0.000335,2,0.533851,0.56341,50.168046
325,15778138,,1,"Just for Now (Sea Breeze, #4)",None,6,467,0,18.296953,0.439402,0.534845,58197,0.030676,0.030676,0.001135,2,0.596527,0.661816,479.817702
334,11918,,1,"Bitten (Otherworld, #1)",None,1,466,0,11.884557,0.408323,0.4822,52244,0.02841,0.02841,0.000772,2,0.596281,0.661469,600.657041
344,16056408,,1,"Easy (Contours of the Heart, #1)",None,6,588,0,12.253388,0.535977,0.47356,81726,0.037418,0.037418,0.000812,2,0.627937,0.703742,898.779378
345,13027304,,1,The Hunger Games Tribute Guide,None,1,430,0,7.074003,0.408329,0.518241,47800,0.028531,0.028531,0.000538,2,0.587541,0.648995,418.634838
349,20443235,,1,"The Winner's Kiss (The Winner's Trilogy, #3)",None,4,336,0,11.335895,0.331363,0.632552,35600,0.023241,0.023241,0.000814,2,0.565882,0.616424,172.568043
351,252938,,1,"Twilight (Warriors: The New Prophecy, #5)",None,3,162,0,10.462824,0.179244,0.79204,10329,0.012549,0.012549,0.000761,2,0.529736,0.556133,20.959323
352,23714532,,1,"Beautiful Sacrifice (The Maddox Brothers, #3)",None,6,301,0,9.663213,0.297337,0.608483,27473,0.02084,0.02084,0.000682,2,0.558221,0.604297,162.455165
353,11401915,,1,"The Ripper (The Vampire Diaries: Stefan's Diaries, #4)",None,1,163,0,3.881117,0.178936,0.723472,9552,0.012497,0.012497,0.000341,2,0.52993,0.55648,28.489572
360,157055,,1,"Once Upon a Marigold (Upon a Marigold, #1)",None,5,209,0,4.304453,0.227667,0.718623,15620,0.015959,0.015959,0.000377,2,0.539036,0.572419,47.715011
371,18367581,,1,Afterworlds (Afterworlds #1),None,4,167,0,4.072595,0.170489,0.692446,9598,0.011969,0.011969,0.00037,2,0.53071,0.557866,34.227323
380,99561,,1,Looking for Alaska,None,4,936,0,9.859541,0.756877,0.354079,154938,0.052889,0.052889,0.00072,2,0.74,0.824324,3238.560741
391,34433755,,1,Girls of Paper and Fire (Girls of Paper and Fire #1),None,4,139,0,3.465917,0.145652,0.71296,6838,0.010189,0.010189,0.000329,2,0.5253,0.548164,27.835637
396,17378527,,1,"The Raven King (The Raven Cycle, #4)",None,4,403,0,11.682737,0.375079,0.570942,46248,0.026282,0.026282,0.000846,2,0.581152,0.63964,329.177318
397,6618272,,1,The Siren,None,4,146,0,3.698768,0.161534,0.769485,8145,0.011335,0.011335,0.00034,2,0.526642,0.550589,18.132553
398,49006,,1,"The Darkest Hour (Warriors, #6)",None,3,198,0,10.5623,0.217278,0.719684,14036,0.015212,0.015212,0.000757,2,0.53683,0.568607,44.094947
402,16093188,,1,"Up to Me (The Bad Boys, #2)",None,6,225,0,16.226854,0.175391,0.661429,16668,0.012124,0.012124,0.001008,2,0.542277,0.577963,92.709898
408,33784373,,1,"Hunting Prince Dracula (Stalking Jack the Ripper, #2)",None,4,185,0,5.63438,0.207628,0.798179,13585,0.014557,0.014557,0.000461,2,0.534247,0.564103,24.720798
409,28686840,,1,Holding Up the Universe,None,4,414,0,9.369819,0.4007,0.558304,47730,0.02806,0.02806,0.000706,2,0.583738,0.643451,342.725547
412,864890,,1,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",None,4,129,0,4.09914,0.144956,0.752059,6209,0.010154,0.010154,0.000419,2,0.523395,0.544699,21.781789
414,17448960,,1,"Falling into You (Falling, #1)",None,6,258,0,9.759207,0.209821,0.531777,17630,0.014537,0.014537,0.000658,2,0.549087,0.589397,208.717678
415,15757434,,1,"Crash (Crash, #1)",None,6,521,0,22.588466,0.464268,0.496228,67219,0.032353,0.032353,0.001376,2,0.610148,0.680527,653.246273
417,15768191,,1,"Sweet Peril (Sweet, #2)",None,6,509,0,16.423962,0.486609,0.51714,66859,0.034029,0.034029,0.001061,2,0.607068,0.676369,545.516693
419,12647642,,1,"Love Unrehearsed (Love, #2)",None,6,241,0,9.645328,0.220529,0.667151,19294,0.015336,0.015336,0.00065,2,0.545558,0.583507,80.153258
422,29367958,,1,The Wall of Winnipeg and Me,None,6,216,0,6.793504,0.179572,0.475969,11052,0.012489,0.012489,0.000525,2,0.540449,0.574844,178.987874
432,12551077,,1,Stealing Parker,None,0,215,0,5.89421,0.22278,0.683938,15734,0.015559,0.015559,0.00044,2,0.540247,0.574498,64.070561
437,11178225,,1,Out of the Easy,None,4,176,0,3.648076,0.194678,0.76039,11710,0.013658,0.013658,0.000344,2,0.532472,0.560984,30.655529
438,29589074,,1,"Truly Devious (Truly Devious, #1)",None,4,261,0,8.059761,0.259581,0.670645,22755,0.018179,0.018179,0.000631,2,0.549714,0.590437,105.296202
450,17411703,,1,"Complete Me (Stark Trilogy, #3)",None,6,188,0,8.579966,0.164169,0.664979,11689,0.011398,0.011398,0.000588,2,0.534841,0.565142,62.805318
452,5231173,,1,Twenty Boy Summer,None,5,284,0,6.95639,0.298874,0.654631,26307,0.020942,0.020942,0.000544,2,0.554573,0.598406,112.740944
457,23846013,,1,"The Rose Society (The Young Elites, #2)",None,4,283,0,8.766626,0.279305,0.656993,26216,0.019584,0.019584,0.000662,2,0.55436,0.59806,112.28635
458,28187,,1,"The Lightning Thief (Percy Jackson and the Olympians, #1)",None,4,1113,0,10.352247,0.854481,0.309079,191267,0.059591,0.059591,0.000736,2,0.813875,0.885655,5652.855052
477,3558003,,1,"Lord of Misrule (The Morganville Vampires, #5)",None,1,448,0,18.920499,0.387137,0.519006,51967,0.026923,0.026923,0.001143,2,0.591879,0.655232,485.341666
482,31341,,1,"Blood And Gold (The Vampire Chronicles, #8)",None,0,157,0,4.53194,0.159275,0.685448,8394,0.011089,0.011089,0.000361,2,0.528765,0.554401,34.169538
488,7540092,,1,"Monsters of Men (Chaos Walking, #3)",None,4,162,0,3.579761,0.173735,0.633234,8258,0.012141,0.012141,0.000335,2,0.529736,0.556133,49.987877
489,15760001,,1,"On Dublin Street (On Dublin Street, #1)",None,6,565,0,15.786082,0.488331,0.450047,71706,0.034008,0.034008,0.001014,2,0.621715,0.695773,1057.69515
490,15739018,,1,"Taking Chances (Taking Chances, #1)",None,6,439,0,15.729701,0.403441,0.525624,50534,0.028107,0.028107,0.000991,2,0.589702,0.652114,425.159975
491,213647,,1,"The Warrior Heir (The Heir Chronicles, #1)",None,4,314,0,7.431306,0.314834,0.587697,28880,0.022052,0.022052,0.000575,2,0.561042,0.608801,184.300432
493,9761771,,1,"Pure (Covenant, #2)",None,6,479,0,13.960228,0.466299,0.535093,61258,0.032635,0.032635,0.000912,2,0.599501,0.665974,438.352529
501,270730,,1,"Crank (Crank, #1)",None,5,352,0,5.970716,0.34645,0.558712,34515,0.02426,0.02426,0.000508,2,0.569455,0.621968,253.251047
504,3063499,,1,The Lucky One,None,5,641,0,8.41066,0.557843,0.422075,86576,0.038913,0.038913,0.000626,2,0.642762,0.722107,1380.495373
511,12700353,,1,Me and Earl and the Dying Girl,None,4,368,0,6.160948,0.369242,0.600566,40555,0.025883,0.025883,0.000493,2,0.573074,0.627512,239.12387
517,4837112,,1,"Percy Jackson and the Sword of Hades (Percy Jackson and the Olympians, #4.5)",None,4,182,0,5.328169,0.18473,0.703115,11581,0.012945,0.012945,0.00045,2,0.533654,0.563063,39.099795
525,5135798,,1,"Being Nikki (Airhead, #2)",None,5,259,0,7.830764,0.258159,0.621622,20769,0.018071,0.018071,0.000604,2,0.549296,0.589744,110.345204
529,3236307,,1,"Graceling (Graceling Realm, #1)",None,4,879,0,13.872352,0.735811,0.377984,145857,0.051426,0.051426,0.000954,2,0.718984,0.804574,2639.555835
533,1928873,,1,"Midnight Rising (Midnight Breed, #4)",None,0,316,0,15.262935,0.269972,0.582982,29015,0.01871,0.01871,0.000906,2,0.561479,0.609494,203.479486
535,25711641,,1,"Tyrant (King, #2)",None,6,145,0,6.285652,0.12556,0.716284,7478,0.008709,0.008709,0.000484,2,0.52645,0.550243,31.092144
536,6400090,,1,The Last Song,None,5,810,0,9.369372,0.668049,0.37052,121399,0.046593,0.046593,0.000685,2,0.695087,0.780665,2514.673451
541,24934065,,1,"Rebel of the Sands (Rebel of the Sands, #1)",None,4,252,0,6.574151,0.259294,0.7005,22154,0.018188,0.018188,0.000527,2,0.547836,0.587318,80.117921
542,6858,,1,"Hot Six (Stephanie Plum, #6)",None,2,259,0,14.431816,0.233337,0.55353,18494,0.016195,0.016195,0.000938,2,0.549296,0.589744,185.05381
544,4374400,,1,"If I Stay (If I Stay, #1)",None,4,1007,0,11.847059,0.797134,0.334569,169466,0.055639,0.055639,0.000834,2,0.767962,0.848926,4251.857062
550,16070018,,1,"Truth (Consequences, #2)",None,6,186,0,6.943836,0.161851,0.674978,11613,0.011217,0.011217,0.000501,2,0.534444,0.564449,52.12851
562,22910900,,1,The Rest of Us Just Live Here,None,4,248,0,6.285658,0.257831,0.699425,21422,0.018085,0.018085,0.000518,2,0.547005,0.585932,79.939102
563,40317,,1,"Lean Mean Thirteen (Stephanie Plum, #13)",None,2,214,0,13.366815,0.193759,0.58839,13410,0.013433,0.013433,0.000879,2,0.540045,0.574151,118.28558
567,18593175,,1,"Finding Cinderella (Hopeless, #2.5)",None,6,287,0,10.339033,0.275109,0.635584,26085,0.019247,0.019247,0.000702,2,0.555214,0.599446,122.159502
569,10407279,,1,"Deadlocked (Sookie Stackhouse, #12)",None,0,302,0,9.228703,0.304583,0.591406,26880,0.021262,0.021262,0.000622,2,0.558437,0.604643,178.138168
571,35729,,1,"Lover Eternal (Black Dagger Brotherhood, #2)",None,0,715,0,18.500986,0.585741,0.394127,100603,0.040707,0.040707,0.001114,2,0.664671,0.747748,1923.217913
574,18659623,,1,Through the Woods,None,4,142,0,2.942756,0.136043,0.701628,7024,0.009516,0.009516,0.000317,2,0.525875,0.549203,32.002103
576,12396528,,1,"Hollow City (Miss Peregrine&#8217;s Peculiar Children, #2)",None,4,245,0,5.085629,0.244357,0.650485,19443,0.017132,0.017132,0.000443,2,0.546384,0.584893,104.939691
577,6368611,,1,"Darkest Mercy (Wicked Lovely, #5)",None,1,376,0,13.05429,0.361701,0.570766,40239,0.025287,0.025287,0.000872,2,0.5749,0.630284,258.002569
578,3570231,,1,"At Grave's End (Night Huntress, #3)",None,0,410,0,15.873278,0.366738,0.551458,46237,0.025482,0.025482,0.000957,2,0.582795,0.642065,345.210299
585,17880708,,1,"Fueled (Driven, #2)",None,6,350,0,15.730962,0.306862,0.549881,33584,0.021334,0.021334,0.000992,2,0.569006,0.621275,287.187729
592,3432478,,1,"The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)",None,1,292,0,5.65182,0.281602,0.541731,23016,0.019669,0.019669,0.000456,2,0.556284,0.601178,221.682124
596,1651302,,1,"Perfect (Pretty Little Liars, #3)",None,5,353,0,11.982765,0.359986,0.607375,37735,0.025221,0.025221,0.000843,2,0.56968,0.622315,203.223042
597,8069828,,1,"The Crimson Crown (Seven Realms, #4)",None,4,264,0,8.613566,0.257951,0.587222,20386,0.01805,0.01805,0.000618,2,0.550343,0.591476,127.49304
604,9369720,,1,"Passion (Fallen, #3)",None,1,628,0,15.854933,0.572541,0.467675,92075,0.040018,0.040018,0.001019,2,0.639061,0.717602,958.534246
605,7726143,,1,"Origins (The Vampire Diaries: Stefan's Diaries, #1)",None,1,272,0,5.783966,0.269285,0.589999,21745,0.018781,0.018781,0.000452,2,0.552028,0.594248,138.349863
606,7023554,,1,"Sizzling Sixteen (Stephanie Plum, #16)",None,2,142,0,10.625627,0.133767,0.660673,6614,0.009271,0.009271,0.000725,2,0.525875,0.549203,43.136947
610,43822024,,1,"The Toll (Arc of a Scythe, #3)",None,4,168,0,4.993468,0.154706,0.638224,8953,0.010819,0.010819,0.000453,2,0.530905,0.558212,57.180262
612,28597587,,1,The Baller,None,6,91,0,3.624802,0.065215,0.589744,2415,0.004522,0.004522,0.000327,3,0.514072,0.530146,20.862868
620,16151178,,1,The Sea of Tranquility,None,6,455,0,10.492935,0.438783,0.542228,56004,0.03071,0.03071,0.000729,2,0.593583,0.657658,476.761596
621,197457,,1,"The Sight (Warriors: Power of Three, #1)",None,3,118,0,9.32622,0.136615,0.871215,6014,0.009558,0.009558,0.000684,2,0.521315,0.540887,6.408796
622,7198988,,1,"Dark Flame (The Immortals, #4)",None,1,451,0,16.821142,0.419221,0.530791,53862,0.029274,0.029274,0.001058,2,0.592608,0.656272,433.783262
631,41424,,1,Beauty: A Retelling of the Story of Beauty and the Beast,None,5,247,0,5.631943,0.226264,0.531681,16153,0.015787,0.015787,0.000473,2,0.546798,0.585586,172.485919
632,23302416,,1,"Wonder (Wonder, #1)",None,4,441,0,5.950327,0.428526,0.564348,54753,0.030058,0.030058,0.00048,2,0.590184,0.652807,354.156115
639,20820994,,1,I'll Give You the Sun,None,4,562,0,8.05596,0.513055,0.479184,75539,0.035883,0.035883,0.000606,2,0.620912,0.694733,841.938594
642,73086,,1,Kiss an Angel,None,2,307,0,9.079642,0.279963,0.499351,23455,0.019492,0.019492,0.000675,2,0.559519,0.606376,286.161768
655,19286623,,1,"Lead (Stage Dive, #3)",None,6,294,0,9.480364,0.293241,0.621764,26780,0.020494,0.020494,0.000667,2,0.556713,0.601871,154.440887
658,9893355,,1,"Stunning (Pretty Little Liars, #11)",None,5,178,0,7.904297,0.199739,0.749825,11812,0.013982,0.013982,0.000588,2,0.532866,0.561677,29.968643
664,9067850,,1,"The Throne of Fire (The Kane Chronicles, #2)",None,4,440,0,9.038082,0.427162,0.548954,53018,0.029952,0.029952,0.000669,2,0.589943,0.65246,367.070912
666,6131164,,1,"Clockwork Princess (The Infernal Devices, #3)",None,4,477,0,10.706441,0.467519,0.531843,60378,0.032741,0.032741,0.000745,2,0.599004,0.665281,452.389955
680,6422,,1,"Four to Score (Stephanie Plum, #4)",None,2,272,0,13.600051,0.246201,0.540699,19928,0.017097,0.017097,0.000891,2,0.552028,0.594248,210.758278
683,84135,,1,Sins of the Night (Dark-Hunter #7),None,0,228,0,13.163984,0.2003,0.669565,17327,0.013863,0.013863,0.000811,2,0.542889,0.579002,91.189328
687,2712967,,1,The Darkest Pleasure (Lords of the Underworld #3),None,0,361,0,19.926987,0.319075,0.605879,39370,0.022147,0.022147,0.001145,2,0.571485,0.625087,218.251027
691,9888775,,1,Catching Jordan,None,5,581,0,15.073789,0.540505,0.482806,81348,0.037802,0.037802,0.001006,2,0.62603,0.701317,788.85355
698,18298225,,1,On the Fence,None,4,323,0,7.927663,0.329367,0.641963,33384,0.023114,0.023114,0.000598,2,0.563012,0.61192,143.683509
700,18090508,,1,"Bully (Fall Away, #1)",None,6,348,0,13.073012,0.339708,0.610106,36837,0.023727,0.023727,0.000856,2,0.568558,0.620582,203.970253
